OffspCollection	Kid	Pa	Ma	PopName	SpawnYear	FDR	Pvalue	LOD	P.Pr.C_Se_Se	P.Pr.Max	MaxP.Pr.Relat	TotPaNonExc	TotMaNonExc	TotUnkNonExc	TotPairsNonExc	KidMiss	PaMiss	MaMiss	MI.Kid.Pa	MI.Kid.Ma	MI.Trio	MendIncLoci
Fishery2011	T063216	---	---	---	---	---	---	---	---	---	---	0	0	0	0	0	---	---	---	---	---	---
Fishery2011	T063217	---	---	---	---	---	---	---	---	---	---	2	1	0	0	1	---	---	---	---	---	---
Fishery2011	T063218	---	---	---	---	---	---	---	---	---	---	0	0	0	0	0	---	---	---	---	---	---
Fishery2011	T063219	---	---	---	---	---	---	---	---	---	---	0	0	0	0	1	---	---	---	---	---	---
Fishery2011	T063220	---	---	---	---	---	---	---	---	---	---	0	0	0	0	0	---	---	---	---	---	---
Fishery2011	T063221	---	---	---	---	---	---	---	---	---	---	23	42	0	0	0	---	---	---	---	---	---
Fishery2011	T063222	---	---	---	---	---	---	---	---	---	---	259	322	0	0	0	---	---	---	---	---	---
Fishery2011	T063223	---	---	---	---	---	---	---	---	---	---	0	0	0	0	0	---	---	---	---	---	---
Fishery2011	T063224	---	---	---	---	---	---	---	---	---	---	0	0	0	0	1	---	---	---	---	---	---
Fishery2011	T063225	---	---	---	---	---	---	---	---	---	---	46	52	0	0	0	---	---	---	---	---	---
Fishery2011	T063226	---	---	---	---	---	---	---	---	---	---	0	0	0	0	0	---	---	---	---	---	---
Fishery2011	T063227	---	---	---	---	---	---	---	---	---	---	0	0	0	0	1	---	---	---	---	---	---
Fishery2011	T063228	---	---	---	---	---	---	---	---	---	---	1	2	0	0	0	---	---	---	---	---	---
Fishery2011	T063229	---	---	---	---	---	---	---	---	---	---	154	166	0	0	0	---	---	---	---	---	---
Fishery2011	T063230	T055938	T056323	FRHfa	2008	0.000601	0.001000	19.868380	0.987016	0.987016	C_Se_Se	32	33	0	3	0	0	0	0	0	0	---
Fishery2011	T063231	---	---	---	---	---	---	---	---	---	---	5	2	0	0	0	---	---	---	---	---	---
Fishery2011	T063232	---	---	---	---	---	---	---	---	---	---	23	33	0	0	0	---	---	---	---	---	---
Fishery2011	T063233	---	---	---	---	---	---	---	---	---	---	0	1	0	0	0	---	---	---	---	---	---
Fishery2011	T063234	---	---	---	---	---	---	---	---	---	---	0	0	0	0	0	---	---	---	---	---	---
Fishery2011	T063235	---	---	---	---	---	---	---	---	---	---	0	0	0	0	0	---	---	---	---	---	---
Fishery2011	T063236	---	---	---	---	---	---	---	---	---	---	0	0	0	0	0	---	---	---	---	---	---
Fishery2011	T063237	---	---	---	---	---	---	---	---	---	---	67	81	0	0	0	---	---	---	---	---	---
Fishery2011	T063238	---	---	---	---	---	---	---	---	---	---	37	45	0	0	0	---	---	---	---	---	---
Fishery2011	T063239	---	---	---	---	---	---	---	---	---	---	4	4	0	0	0	---	---	---	---	---	---
Fishery2011	T063240	T030173	T030250	FRHsp	2007	0.910615	1.000000	-11.149595	0.000000	0.996882	C_U_U	73	86	0	1	0	0	10	2	2	4	Ots_104569.86,Ots_102457.132,Ots_111681.657,Ots_RFC2.558
Fishery2011	T063241	T071417	T071416	FRHfa	2008	0.000000	0.000000	22.444304	0.999000	0.999000	C_Se_Se	54	74	0	3	0	0	8	0	0	0	---
Fishery2011	T063242	---	---	---	---	---	---	---	---	---	---	8	9	0	0	0	---	---	---	---	---	---
Fishery2011	T063243	T056079	T056052	FRHfa	2008	0.000000	0.000000	24.857409	0.999910	0.999910	C_Se_Se	33	51	0	1	0	0	0	0	0	0	---
Fishery2011	T063244	---	---	---	---	---	---	---	---	---	---	19	16	0	0	0	---	---	---	---	---	---
Fishery2011	T063245	---	---	---	---	---	---	---	---	---	---	0	0	0	0	0	---	---	---	---	---	---
Fishery2011	T063246	T069489	T069009	FRHfa	2008	0.000595	0.001000	20.684672	0.994218	0.994218	C_Se_Se	46	52	0	2	0	0	0	0	0	0	---
Fishery2011	T063247	T067514	T067549	FRHfa	2008	0.000000	0.000000	23.831581	0.999750	0.999750	C_Se_Se	14	12	0	1	0	0	0	0	0	0	---
Fishery2011	T063248	---	---	---	---	---	---	---	---	---	---	24	24	0	0	0	---	---	---	---	---	---
Fishery2011	T063249	T069006	T055749	FRHfa	2008	0.000000	0.000000	22.023806	0.998478	0.998478	C_Se_Se	30	29	0	1	1	0	0	0	0	0	---
Fishery2011	T063250	---	---	---	---	---	---	---	---	---	---	13	21	0	0	0	---	---	---	---	---	---
Fishery2011	T063251	---	---	---	---	---	---	---	---	---	---	20	10	0	0	0	---	---	---	---	---	---
Fishery2011	T063252	---	---	---	---	---	---	---	---	---	---	42	53	0	0	0	---	---	---	---	---	---
Fishery2011	T063253	---	---	---	---	---	---	---	---	---	---	0	0	0	0	0	---	---	---	---	---	---
Fishery2011	T063254	---	---	---	---	---	---	---	---	---	---	0	0	0	0	0	---	---	---	---	---	---
Fishery2011	T063255	---	---	---	---	---	---	---	---	---	---	5	10	0	0	0	---	---	---	---	---	---
Fishery2011	T063256	---	---	---	---	---	---	---	---	---	---	141	197	0	0	1	---	---	---	---	---	---
Fishery2011	T063257	---	---	---	---	---	---	---	---	---	---	0	0	0	0	0	---	---	---	---	---	---
Fishery2011	T063259	T066769	T066767	FRHsp	2008	0.000000	0.000000	23.158714	0.999510	0.999510	C_Se_Se	33	43	0	1	0	6	0	0	0	0	---
Fishery2011	T063260	---	---	---	---	---	---	---	---	---	---	32	17	0	0	1	---	---	---	---	---	---
Fishery2011	T063261	---	---	---	---	---	---	---	---	---	---	0	0	0	0	0	---	---	---	---	---	---
Fishery2011	T063262	---	---	---	---	---	---	---	---	---	---	12	6	0	0	1	---	---	---	---	---	---
Fishery2011	T063263	T069478	T068911	FRHfa	2008	0.000000	0.000000	21.470322	0.997356	0.997356	C_Se_Se	94	121	0	1	0	4	2	0	0	0	---
Fishery2011	T063264	---	---	---	---	---	---	---	---	---	---	2	5	0	0	0	---	---	---	---	---	---
Fishery2011	T063265	T067425	T067396	FRHsp	2008	0.300503	0.038000	11.203298	0.012943	0.385505	C_Se_U	111	108	0	2	0	0	1	0	1	3	Ots_107285.93,Ots_102457.132,Ots_106499.70
Fishery2011	T063266	---	---	---	---	---	---	---	---	---	---	0	0	0	0	0	---	---	---	---	---	---
Fishery2011	T063267	---	---	---	---	---	---	---	---	---	---	0	0	0	0	2	---	---	---	---	---	---
Fishery2011	T063268	---	---	---	---	---	---	---	---	---	---	8	9	0	0	0	---	---	---	---	---	---
Fishery2011	T063269	---	---	---	---	---	---	---	---	---	---	84	106	1	0	0	---	---	---	---	---	---
Fishery2011	T063270	---	---	---	---	---	---	---	---	---	---	5	6	0	0	2	---	---	---	---	---	---
Fishery2011	T063271	---	---	---	---	---	---	---	---	---	---	0	0	0	0	0	---	---	---	---	---	---
Fishery2011	T063272	T068706	T068347	FRHfa	2008	0.000589	0.001000	20.857104	0.995129	0.995129	C_Se_Se	72	95	0	2	0	0	0	0	0	0	---
Fishery2011	T063273	---	---	---	---	---	---	---	---	---	---	38	46	0	0	0	---	---	---	---	---	---
Fishery2011	T063274	T054033	T054035	FRHsp	2008	0.000000	0.000000	22.970041	0.999409	0.999409	C_Se_Se	111	124	0	4	0	0	0	0	0	0	---
Fishery2011	T063275	T055857	T055861	FRHfa	2008	0.000000	0.000000	22.206865	0.998732	0.998732	C_Se_Se	56	59	0	1	2	1	0	0	0	0	---
Fishery2011	T063276	---	---	---	---	---	---	---	---	---	---	20	31	0	0	0	---	---	---	---	---	---
Fishery2011	T063277	---	---	---	---	---	---	---	---	---	---	7	7	0	0	0	---	---	---	---	---	---
Fishery2011	T063278	---	---	---	---	---	---	---	---	---	---	0	0	0	0	1	---	---	---	---	---	---
Fishery2011	T063279	T071563	T071575	FRHfa	2008	0.000000	0.000000	22.917222	0.999377	0.999377	C_Se_Se	112	140	0	1	0	2	0	0	0	0	---
Fishery2011	T063280	---	---	---	---	---	---	---	---	---	---	0	0	0	0	0	---	---	---	---	---	---
Fishery2011	T063281	---	---	---	---	---	---	---	---	---	---	19	26	0	0	0	---	---	---	---	---	---
Fishery2011	T063282	---	---	---	---	---	---	---	---	---	---	1	2	0	0	0	---	---	---	---	---	---
Fishery2011	T063283	---	---	---	---	---	---	---	---	---	---	0	0	0	0	0	---	---	---	---	---	---
Fishery2011	T063284	---	---	---	---	---	---	---	---	---	---	0	0	0	0	1	---	---	---	---	---	---
Fishery2011	T063285	---	---	---	---	---	---	---	---	---	---	0	0	0	0	0	---	---	---	---	---	---
Fishery2011	T063286	---	---	---	---	---	---	---	---	---	---	0	0	0	0	0	---	---	---	---	---	---
Fishery2011	T063287	---	---	---	---	---	---	---	---	---	---	0	0	0	0	0	---	---	---	---	---	---
Fishery2011	T063288	---	---	---	---	---	---	---	---	---	---	0	0	0	0	0	---	---	---	---	---	---
Fishery2011	T063289	---	---	---	---	---	---	---	---	---	---	11	10	0	0	0	---	---	---	---	---	---
Fishery2011	T063290	---	---	---	---	---	---	---	---	---	---	4	3	0	0	0	---	---	---	---	---	---
Fishery2011	T063291	---	---	---	---	---	---	---	---	---	---	1	7	0	0	1	---	---	---	---	---	---
Fishery2011	T063292	T071520	T071533	FRHfa	2008	0.000000	0.000000	24.301543	0.999844	0.999844	C_Se_Se	28	24	0	1	1	2	1	0	0	0	---
Fishery2011	T063293	---	---	---	---	---	---	---	---	---	---	0	0	0	0	1	---	---	---	---	---	---
Fishery2011	T063294	---	---	---	---	---	---	---	---	---	---	35	36	0	0	0	---	---	---	---	---	---
Fishery2011	T063295	---	---	---	---	---	---	---	---	---	---	0	0	0	0	0	---	---	---	---	---	---
Fishery2011	T063296	---	---	---	---	---	---	---	---	---	---	28	47	0	0	0	---	---	---	---	---	---
Fishery2011	T063297	---	---	---	---	---	---	---	---	---	---	4	4	0	0	0	---	---	---	---	---	---
Fishery2011	T063298	---	---	---	---	---	---	---	---	---	---	0	0	0	0	0	---	---	---	---	---	---
Fishery2011	T063299	---	---	---	---	---	---	---	---	---	---	0	0	0	0	1	---	---	---	---	---	---
Fishery2011	T063300	---	---	---	---	---	---	---	---	---	---	0	0	0	0	0	---	---	---	---	---	---
Fishery2011	T063301	---	---	---	---	---	---	---	---	---	---	65	75	0	0	1	---	---	---	---	---	---
Fishery2011	T063302	---	---	---	---	---	---	---	---	---	---	2	0	0	0	1	---	---	---	---	---	---
Fishery2011	T063303	T066981	T066972	FRHfa	2008	0.000000	0.000000	21.036957	0.995928	0.995928	C_Se_Se	43	47	0	1	0	0	0	0	1	1	Ots_105401.325
Fishery2011	T063304	---	---	---	---	---	---	---	---	---	---	0	0	0	0	0	---	---	---	---	---	---
Fishery2011	T063305	T030173	T030156	FRHsp	2007	1.074876	0.186000	12.078122	0.030492	0.520767	C_U_U	64	100	0	1	0	0	1	0	2	3	Ots_129458.451,OTSTF1.SNP1,Ots_112208.722
Fishery2011	T063306	---	---	---	---	---	---	---	---	---	---	6	3	0	0	1	---	---	---	---	---	---
Fishery2011	T063307	---	---	---	---	---	---	---	---	---	---	0	0	0	0	0	---	---	---	---	---	---
Fishery2011	T063308	---	---	---	---	---	---	---	---	---	---	29	44	0	0	1	---	---	---	---	---	---
Fishery2011	T063309	---	---	---	---	---	---	---	---	---	---	0	0	0	0	0	---	---	---	---	---	---
Fishery2011	T063310	T071414	T071338	FRHfa	2008	0.000581	0.001000	20.800045	0.994845	0.994845	C_Se_Se	37	28	0	1	0	0	0	0	0	0	---
Fishery2011	T063311	T055815	T055966	FRHfa	2008	0.261436	0.648000	4.507384	0.000016	0.897768	C_U_U	50	47	0	1	0	0	4	2	2	4	Ots_mybp.85,Ots_105105.613,Ots_113242.216,Ots_CD63
Fishery2011	T063312	---	---	---	---	---	---	---	---	---	---	88	83	0	0	0	---	---	---	---	---	---
Fishery2011	T063313	---	---	---	---	---	---	---	---	---	---	20	31	0	0	0	---	---	---	---	---	---
Fishery2011	T063314	---	---	---	---	---	---	---	---	---	---	7	3	0	0	1	---	---	---	---	---	---
Fishery2011	T063315	---	---	---	---	---	---	---	---	---	---	0	0	0	0	1	---	---	---	---	---	---
Fishery2011	T063316	---	---	---	---	---	---	---	---	---	---	21	26	0	0	0	---	---	---	---	---	---
Fishery2011	T063317	---	---	---	---	---	---	---	---	---	---	0	1	0	0	0	---	---	---	---	---	---
Fishery2011	T063318	---	---	---	---	---	---	---	---	---	---	0	0	0	0	0	---	---	---	---	---	---
Fishery2011	T063319	---	---	---	---	---	---	---	---	---	---	15	17	0	0	0	---	---	---	---	---	---
Fishery2011	T063320	---	---	---	---	---	---	---	---	---	---	0	0	0	0	2	---	---	---	---	---	---
Fishery2011	T063321	---	---	---	---	---	---	---	---	---	---	0	0	0	0	0	---	---	---	---	---	---
Fishery2011	T063322	---	---	---	---	---	---	---	---	---	---	0	0	0	0	1	---	---	---	---	---	---
Fishery2011	T063323	T030023	T030250	FRHsp	2007	0.918970	1.000000	-0.922305	0.000000	0.969025	C_U_U	120	135	0	6	0	2	10	2	1	4	Ots_128757.61,Ots_107074.284,Ots_110201.363,Ots_MHC1
Fishery2011	T063324	---	---	---	---	---	---	---	---	---	---	82	115	0	0	2	---	---	---	---	---	---
Fishery2011	T063325	---	---	---	---	---	---	---	---	---	---	0	2	0	0	0	---	---	---	---	---	---
Fishery2011	T063326	---	---	---	---	---	---	---	---	---	---	0	0	0	0	0	---	---	---	---	---	---
Fishery2011	T063327	---	---	---	---	---	---	---	---	---	---	0	0	0	0	0	---	---	---	---	---	---
Fishery2011	T063328	---	---	---	---	---	---	---	---	---	---	0	0	0	0	2	---	---	---	---	---	---
Fishery2011	T063329	T068050	T067766	FRHfa	2008	0.000000	0.000000	23.221611	0.999540	0.999540	C_Se_Se	203	245	0	1	0	0	0	0	0	0	---
Fishery2011	T063330	---	---	---	---	---	---	---	---	---	---	0	0	0	0	0	---	---	---	---	---	---
Fishery2011	T063331	---	---	---	---	---	---	---	---	---	---	0	0	0	0	0	---	---	---	---	---	---
Fishery2011	T063332	---	---	---	---	---	---	---	---	---	---	0	0	0	0	0	---	---	---	---	---	---
Fishery2011	T063333	---	---	---	---	---	---	---	---	---	---	0	0	0	0	0	---	---	---	---	---	---
Fishery2011	T063334	---	---	---	---	---	---	---	---	---	---	68	86	0	0	0	---	---	---	---	---	---
Fishery2011	T063335	---	---	---	---	---	---	---	---	---	---	34	23	0	0	0	---	---	---	---	---	---
Fishery2011	T063336	T068323	T068694	FRHfa	2008	0.000000	0.000000	24.665954	0.999891	0.999891	C_Se_Se	26	26	0	1	0	0	1	0	0	0	---
Fishery2011	T063337	---	---	---	---	---	---	---	---	---	---	0	0	0	0	1	---	---	---	---	---	---
Fishery2011	T063338	---	---	---	---	---	---	---	---	---	---	0	0	0	0	0	---	---	---	---	---	---
Fishery2011	T063339	---	---	---	---	---	---	---	---	---	---	69	78	0	0	0	---	---	---	---	---	---
Fishery2011	T063340	---	---	---	---	---	---	---	---	---	---	7	8	0	0	0	---	---	---	---	---	---
Fishery2011	T063341	---	---	---	---	---	---	---	---	---	---	0	0	0	0	1	---	---	---	---	---	---
Fishery2011	T063342	---	---	---	---	---	---	---	---	---	---	0	0	0	0	1	---	---	---	---	---	---
Fishery2011	T063343	---	---	---	---	---	---	---	---	---	---	0	0	0	0	1	---	---	---	---	---	---
Fishery2011	T063344	---	---	---	---	---	---	---	---	---	---	0	0	0	0	1	---	---	---	---	---	---
Fishery2011	T063345	---	---	---	---	---	---	---	---	---	---	42	63	0	0	0	---	---	---	---	---	---
Fishery2011	T063346	---	---	---	---	---	---	---	---	---	---	0	0	0	0	0	---	---	---	---	---	---
Fishery2011	T063347	---	---	---	---	---	---	---	---	---	---	52	68	0	0	0	---	---	---	---	---	---
Fishery2011	T063348	---	---	---	---	---	---	---	---	---	---	26	40	0	0	1	---	---	---	---	---	---
Fishery2011	T063349	---	---	---	---	---	---	---	---	---	---	0	0	0	0	0	---	---	---	---	---	---
Fishery2011	T063350	---	---	---	---	---	---	---	---	---	---	0	0	0	0	0	---	---	---	---	---	---
Fishery2011	T063351	---	---	---	---	---	---	---	---	---	---	18	28	0	0	0	---	---	---	---	---	---
Fishery2011	T063352	---	---	---	---	---	---	---	---	---	---	55	63	0	0	0	---	---	---	---	---	---
Fishery2011	T063353	---	---	---	---	---	---	---	---	---	---	0	0	0	0	0	---	---	---	---	---	---
Fishery2011	T063354	---	---	---	---	---	---	---	---	---	---	0	0	0	0	0	---	---	---	---	---	---
Fishery2011	T063355	---	---	---	---	---	---	---	---	---	---	7	5	0	0	0	---	---	---	---	---	---
Fishery2011	T063356	---	---	---	---	---	---	---	---	---	---	296	315	0	0	0	---	---	---	---	---	---
Fishery2011	T063357	---	---	---	---	---	---	---	---	---	---	35	31	0	0	2	---	---	---	---	---	---
Fishery2011	T063358	---	---	---	---	---	---	---	---	---	---	3	6	0	0	0	---	---	---	---	---	---
Fishery2011	T063359	---	---	---	---	---	---	---	---	---	---	0	0	0	0	1	---	---	---	---	---	---
Fishery2011	T063360	---	---	---	---	---	---	---	---	---	---	41	41	0	0	0	---	---	---	---	---	---
Fishery2011	T063361	T069252	T068962	FRHfa	2008	0.000000	0.000000	23.539269	0.999665	0.999665	C_Se_Se	61	57	0	1	0	0	0	0	0	0	---
Fishery2011	T063362	---	---	---	---	---	---	---	---	---	---	116	155	0	0	0	---	---	---	---	---	---
Fishery2011	T063363	---	---	---	---	---	---	---	---	---	---	25	14	0	0	0	---	---	---	---	---	---
Fishery2011	T063364	T068289	T055663	FRHsp	2008	0.000000	0.000000	23.183956	0.999523	0.999523	C_Se_Se	49	37	0	1	0	4	5	0	0	0	---
Fishery2011	T063365	T067945	T068082	FRHfa	2008	0.260624	0.641000	4.238004	0.000012	0.958243	C_U_U	292	339	0	3	0	7	0	1	1	3	Ots_112820.284,Ots_SClkF2R2.135,Ots_101704.143
Fishery2011	T063366	---	---	---	---	---	---	---	---	---	---	39	37	0	0	0	---	---	---	---	---	---
Fishery2011	T063367	T069310	T069480	FRHfa	2008	0.000000	0.000000	23.878002	0.999761	0.999761	C_Se_Se	29	29	0	1	0	1	0	0	0	0	---
Fishery2011	T063368	---	---	---	---	---	---	---	---	---	---	0	0	0	0	0	---	---	---	---	---	---
Fishery2011	T063369	---	---	---	---	---	---	---	---	---	---	0	0	0	0	0	---	---	---	---	---	---
Fishery2011	T063370	---	---	---	---	---	---	---	---	---	---	0	0	0	0	1	---	---	---	---	---	---
Fishery2011	T063371	---	---	---	---	---	---	---	---	---	---	10	11	0	0	0	---	---	---	---	---	---
Fishery2011	T063372	---	---	---	---	---	---	---	---	---	---	0	0	0	0	0	---	---	---	---	---	---
Fishery2011	T063373	---	---	---	---	---	---	---	---	---	---	18	26	0	0	0	---	---	---	---	---	---
Fishery2011	T063374	---	---	---	---	---	---	---	---	---	---	23	24	0	0	1	---	---	---	---	---	---
Fishery2011	T063375	T069310	T055745	FRHfa	2008	0.000000	0.000000	21.546669	0.997550	0.997550	C_Se_Se	59	63	0	1	0	1	2	0	0	0	---
Fishery2011	T063376	---	---	---	---	---	---	---	---	---	---	10	16	0	0	0	---	---	---	---	---	---
Fishery2011	T063377	---	---	---	---	---	---	---	---	---	---	52	67	1	0	0	---	---	---	---	---	---
Fishery2011	T063378	---	---	---	---	---	---	---	---	---	---	30	45	0	0	0	---	---	---	---	---	---
Fishery2011	T063379	---	---	---	---	---	---	---	---	---	---	4	1	0	0	0	---	---	---	---	---	---
Fishery2011	T063380	T056311	T056326	FRHfa	2008	0.000000	0.000000	23.894032	0.999765	0.999765	C_Se_Se	22	18	0	1	0	0	1	0	0	0	---
Fishery2011	T063381	---	---	---	---	---	---	---	---	---	---	0	0	0	0	0	---	---	---	---	---	---
Fishery2011	T063382	---	---	---	---	---	---	---	---	---	---	0	0	0	0	1	---	---	---	---	---	---
Fishery2011	T063383	---	---	---	---	---	---	---	---	---	---	0	0	0	0	0	---	---	---	---	---	---
Fishery2011	T063384	---	---	---	---	---	---	---	---	---	---	0	0	0	0	0	---	---	---	---	---	---
Fishery2011	T063385	---	---	---	---	---	---	---	---	---	---	16	28	0	0	0	---	---	---	---	---	---
Fishery2011	T063386	---	---	---	---	---	---	---	---	---	---	0	0	0	0	0	---	---	---	---	---	---
Fishery2011	T063387	---	---	---	---	---	---	---	---	---	---	0	0	0	0	0	---	---	---	---	---	---
Fishery2011	T063389	---	---	---	---	---	---	---	---	---	---	14	14	0	0	0	---	---	---	---	---	---
Fishery2011	T063390	---	---	---	---	---	---	---	---	---	---	16	14	0	0	0	---	---	---	---	---	---
Fishery2011	T063871	T069689	T069963	FRHfa	2008	0.000000	0.000000	23.041876	0.999450	0.999450	C_Se_Se	10	19	0	1	3	0	0	0	0	0	---
Fishery2011	T063872	---	---	---	---	---	---	---	---	---	---	5	4	0	0	0	---	---	---	---	---	---
Fishery2011	T063873	T071563	T071575	FRHfa	2008	0.000565	0.001000	20.586027	0.993623	0.993623	C_Se_Se	20	27	0	1	0	2	0	1	0	1	Ots_127236.62
Fishery2011	T063874	---	---	---	---	---	---	---	---	---	---	37	50	0	0	1	---	---	---	---	---	---
Fishery2011	T063875	---	---	---	---	---	---	---	---	---	---	22	34	0	0	0	---	---	---	---	---	---
Fishery2011	T063877	---	---	---	---	---	---	---	---	---	---	18	15	0	0	1	---	---	---	---	---	---
Fishery2011	T063878	---	---	---	---	---	---	---	---	---	---	0	0	0	0	0	---	---	---	---	---	---
Fishery2011	T063879	---	---	---	---	---	---	---	---	---	---	50	41	0	0	0	---	---	---	---	---	---
Fishery2011	T063880	---	---	---	---	---	---	---	---	---	---	12	23	0	0	0	---	---	---	---	---	---
Fishery2011	T063881	---	---	---	---	---	---	---	---	---	---	43	51	0	0	0	---	---	---	---	---	---
Fishery2011	T063882	---	---	---	---	---	---	---	---	---	---	0	0	0	0	0	---	---	---	---	---	---
Fishery2011	T063883	---	---	---	---	---	---	---	---	---	---	115	146	0	0	0	---	---	---	---	---	---
Fishery2011	T063884	T067881	T068142	FRHfa	2008	0.323593	0.912000	-1.899136	0.000000	0.942338	C_U_U	284	331	0	1	0	0	6	2	1	4	Ots_112419.131,Ots_AsnRS.60,Ots_99550.204,Ots_111666.408
Fishery2011	T063885	T066981	T067164	FRHfa	2008	0.000000	0.000000	23.308339	0.999578	0.999578	C_Se_Se	172	152	0	1	0	0	0	0	0	0	---
Fishery2011	T063886	---	---	---	---	---	---	---	---	---	---	21	15	0	0	1	---	---	---	---	---	---
Fishery2011	T063887	---	---	---	---	---	---	---	---	---	---	6	4	0	0	0	---	---	---	---	---	---
Fishery2011	T063888	---	---	---	---	---	---	---	---	---	---	9	9	0	0	0	---	---	---	---	---	---
Fishery2011	T063889	---	---	---	---	---	---	---	---	---	---	43	30	0	0	0	---	---	---	---	---	---
Fishery2011	T063890	---	---	---	---	---	---	---	---	---	---	84	81	0	0	0	---	---	---	---	---	---
Fishery2011	T063891	---	---	---	---	---	---	---	---	---	---	89	120	0	0	0	---	---	---	---	---	---
Fishery2011	T063892	---	---	---	---	---	---	---	---	---	---	0	0	0	0	1	---	---	---	---	---	---
Fishery2011	T063893	---	---	---	---	---	---	---	---	---	---	0	0	0	0	0	---	---	---	---	---	---
Fishery2011	T063894	T056100	T055912	FRHfa	2008	0.335453	1.000000	-6.598301	0.000000	0.977523	C_U_U	42	44	0	2	5	10	0	2	1	4	Ots_105132.200,Ots_108007.208,Ots_118938.325,Ots_113242.216
Fishery2011	T063895	---	---	---	---	---	---	---	---	---	---	8	12	0	0	0	---	---	---	---	---	---
Fishery2011	T063896	---	---	---	---	---	---	---	---	---	---	10	8	0	0	0	---	---	---	---	---	---
Fishery2011	T063897	T071295	T070233	FRHfa	2008	0.000000	0.000000	22.457998	0.999014	0.999014	C_Se_Se	7	11	0	1	0	1	0	0	0	0	---
Fishery2011	T063898	---	---	---	---	---	---	---	---	---	---	2	1	0	0	0	---	---	---	---	---	---
Fishery2011	T063899	---	---	---	---	---	---	---	---	---	---	0	0	0	0	0	---	---	---	---	---	---
Fishery2011	T063900	---	---	---	---	---	---	---	---	---	---	14	4	0	0	0	---	---	---	---	---	---
Fishery2011	T063901	---	---	---	---	---	---	---	---	---	---	110	105	0	0	1	---	---	---	---	---	---
Fishery2011	T063902	---	---	---	---	---	---	---	---	---	---	26	29	0	0	0	---	---	---	---	---	---
Fishery2011	T063903	---	---	---	---	---	---	---	---	---	---	65	54	0	0	0	---	---	---	---	---	---
Fishery2011	T063904	---	---	---	---	---	---	---	---	---	---	0	0	0	0	0	---	---	---	---	---	---
Fishery2011	T063905	---	---	---	---	---	---	---	---	---	---	194	258	0	0	0	---	---	---	---	---	---
Fishery2011	T063906	T030172	T030085	FRHsp	2007	1.093877	0.961000	-4.637599	0.000000	0.983509	C_U_U	38	51	0	1	0	0	10	2	2	4	Ots_102420.494,Ots_97077.179,Ots_102457.132,Ots_107074.284
